Date,Year,Quarter,Month,Day,Country/Region,Aircraft Manufacturer,Aircraft,Ground,Fatalities (air),Aboard,Survivors,Continent
1992-06-06,1992,Qtr 2,June,6,Panama,Boeing,Boeing 737,0,47,47,0,North America
1946-06-09,1946,Qtr 2,June,9,Panama,McDonnell Douglas,Douglas DC-4,0,23,23,0,North America
1993-06-09,1993,Qtr 2,June,9,Papua New Guinea,Britten-Norman,Britten  Norman  BN,0,9,11,2,Oceania
1999-06-17,1999,Qtr 2,June,17,Papua New Guinea,Embraer,Embraer 110P2 BandeiranteP2 ALX,0,17,17,0,Oceania
1955-06-16,1955,Qtr 2,June,16,Paraguay,Lockheed,Lockheed Constellation,0,16,24,8,South America
1967-06-23,1967,Qtr 2,June,23,United States,BAC,BAC One Eleven 204AFN1116J,0,34,34,0,North America
1948-06-17,1948,Qtr 2,June,17,United States,McDonnell Douglas,Douglas DC 6NC37506,0,43,43,0,North America
1987-06-18,1987,Qtr 2,June,18,Peru,Antonov,Antonov AN 26FAP,0,46,46,0,South America
1989-06-22,1989,Qtr 2,June,22,Peru,De Havilland,de Havilland Canada DHC 5D BuffaloFAP,0,62,62,0,South America
1959-06-23,1959,Qtr 2,June,23,Peru,McDonnell Douglas,Douglas DC-4,0,14,14,0,South America
1970-06-10,1970,Qtr 2,June,10,Peru,Fokker,Fokker F 27 Friendship 400MTC,0,5,8,3,South America
1975-06-03,1975,Qtr 2,June,3,Philippines,BAC,BAC One Eleven 524FFRP,0,1,64,63,Asia
1958-06-02,1958,Qtr 2,June,2,Philippines,Boeing,Boeing 377 Stratocruiser 10 26N1023V,0,1,57,56,Asia
1999-06-09,1999,Qtr 2,June,9,Philippines,Britten-Norman,Britten-Norman,0,1,1,0,Asia
1966-06-29,1966,Qtr 2,June,29,Philippines,McDonnell Douglas,Douglas DC-3,0,24,26,2,Asia
1970-06-02,1970,Qtr 2,June,2,Philippines,Fokker,Fokker F-27 Friendship,0,1,44,43,Asia
1987-06-26,1987,Qtr 2,June,26,Philippines,Hawker Siddeley,Hawker Siddeley HS 748,0,50,50,0,Asia
1992-06-07,1992,Qtr 2,June,7,Puerto Rico,CASA,CASA 212 Aviocar 200N355CA,0,5,5,0,North America
1949-06-07,1949,Qtr 2,June,7,Puerto Rico,Curtiss,Curtiss C-46,0,53,81,28,North America
1972-06-24,1972,Qtr 2,June,24,Puerto Rico,De Havilland,de Havilland DH 114 Heron 2BN554PR,0,5,20,15,North America
1966-06-20,1966,Qtr 2,June,20,Estonia,Curtiss,Curtis C 46E,0,2,2,0,Europe
1960-06-10,1960,Qtr 2,June,10,Ecuador,Fokker,Fokker F 27 Friendship 100VH,0,29,29,0,South America
1957-06-24,1957,Qtr 2,June,24,Australia,Unknown,L  Hudson?,0,6,0,-6,Oceania
1996-06-12,1996,Qtr 2,June,12,Australia,Sikorsky,Sikorsky S 70 / Sikorsky S,0,18,28,10,Oceania
1941-06-18,1941,Qtr 2,June,18,Romania,McDonnell Douglas,Douglas DC 3YR,0,0,18,18,Europe
1995-06-16,1995,Qtr 2,June,16,Russia,Antonov,Antonov 2RCCCP 68142,0,12,12,0,Europe
1962-06-28,1962,Qtr 2,June,28,Russia,Antonov,Antonov AN 10ACCCP11186,0,81,81,0,Europe
1992-06-22,1992,Qtr 2,June,22,Russia,Antonov,Antonov An-12,0,10,12,2,Europe
1991-06-26,1991,Qtr 2,June,26,Russia,Antonov,Antonov An-24,0,10,10,0,Europe
1995-06-16,1995,Qtr 2,June,16,Russia,Antonov,Antonov An-2,0,13,14,1,Europe
2012-06-11,2012,Qtr 2,June,11,Russia,Antonov,Antonov An 2RRA,0,13,13,0,Europe
1958-06-09,1958,Qtr 2,June,9,Russia,Ilyushin,Ilyushin Il-12,0,24,24,0,Europe
1981-06-14,1981,Qtr 2,June,14,Russia,Ilyushin,Ilyushin Il-14,0,48,48,0,Europe
1969-06-23,1969,Qtr 2,June,23,Russia,Ilyushin,Ilyushin IL 14M / Antonov An,0,120,120,0,Europe
1957-06-14,1957,Qtr 2,June,14,Russia,Ilyushin,Ilyushin P 14SP,0,9,13,4,Europe
2011-06-20,2011,Qtr 2,June,20,Russia,Tupolev,Tupolev Tu 134RA,0,47,52,5,Europe
1980-06-12,1980,Qtr 2,June,12,Russia,Yakovlev,Yakovlev Yak-40,0,29,29,0,Europe
1959-06-30,1959,Qtr 2,June,30,Slovakia,North American,North American F 100D,17,0,1,1,Europe
1967-06-11,1967,Qtr 2,June,11,Saudi Arabia,McDonnell Douglas,Douglas DC 3HZ,0,17,18,1,Asia
1967-06-24,1967,Qtr 2,June,24,Saudi Arabia,McDonnell Douglas,Douglas DC 3HZ,0,16,17,1,Asia
1964-06-13,1964,Qtr 2,June,13,Unknown,McDonnell Douglas,Douglas C 47AHZ,0,2,2,0,Unknown
1994-06-02,1994,Qtr 2,June,2,United Kingdom,Boeing Vertol,Boeing Vertol Chinook HC 2 (helicopter)ZD576,0,29,29,0,Europe
2007-06-03,2007,Qtr 2,June,3,Unknown,Mil,Mi  8?,0,21,22,1,Unknown
2004-06-28,2004,Qtr 2,June,28,Niger,Mil,Mi  8MTV,0,24,24,0,Africa
1954-06-03,1954,Qtr 2,June,3,Slovenia,McDonnell Douglas,Douglas C 47AOO,0,1,4,3,Europe
1989-06-28,1989,Qtr 2,June,28,Somalia,Fokker,Fokker F 27 Friendship 600RF6O,0,30,30,0,Africa
1968-06-25,1968,Qtr 2,June,25,South Africa,Bell,Bell UH-1H,0,29,29,0,Africa
1972-06-13,1972,Qtr 2,June,13,South Africa,Boeing,Boeing Vertol CH-47 Chinook,0,47,47,0,Africa
1972-06-15,1972,Qtr 2,June,15,South Africa,Convair,Convair CV 880,0,81,81,0,Africa
1982-06-01,1982,Qtr 2,June,1,South Africa,Fairchild,Fairchild C 12356,0,53,53,0,Africa
2002-06-01,2002,Qtr 2,June,1,South Africa,Hawker Siddeley,Hawker Siddeley HS 748,0,3,3,0,Africa
1967-06-17,1967,Qtr 2,June,17,South Africa,Lockheed,Lockheed C 130B60,0,35,56,21,Africa
2017-06-28,2017,Qtr 2,June,28,South Africa,Socata,Socata TB1 10 TobagoVH,0,3,3,0,Africa
1929-06-14,1929,Qtr 2,June,14,Spain,Breguet,Breguet 14F AFEJ,0,1,2,1,Europe
1964-06-21,1964,Qtr 2,June,21,Spain,McDonnell Douglas,Douglas DC-3,0,1,28,27,Europe
1925-06-26,1925,Qtr 2,June,26,Spain,Liore et Olivier,Lioré et Olivier,0,2,2,0,Europe
1968-06-18,1968,Qtr 2,June,18,Spain,Piaggio Aero,Piaggio PD 808I,0,6,6,0,Europe
2008-06-10,2008,Qtr 2,June,10,Sudan,Airbus,Airbus A310,0,32,214,182,Africa
2008-06-27,2008,Qtr 2,June,27,Sudan,Antonov,Antonov 12BKST ARN,0,7,8,1,Africa
1999-06-03,1999,Qtr 2,June,3,Sudan,Antonov,Antonov 32?,0,50,50,0,Africa
2005-06-02,2005,Qtr 2,June,2,Sudan,Antonov,Antonov AN 24BST,0,7,42,35,Africa
2008-06-30,2008,Qtr 2,June,30,Sudan,Ilyushin,Ilysushin Il 76TDST,0,4,4,0,Africa
1943-06-16,1943,Qtr 2,June,16,Sudan,Lockheed,Lockheed Hudson VIFK 459,0,17,17,0,Africa
1943-06-30,1943,Qtr 2,June,30,Sudan,Lockheed,Lockheed Hudson VIFK 618,0,16,16,0,Africa
1989-06-07,1989,Qtr 2,June,7,Djibouti,McDonnell Douglas,McDonnell Douglas DC 8 Super 62N1809E,0,176,187,11,Africa
1936-06-09,1936,Qtr 2,June,9,Sweden,Fokker,Fokker F XXIISE,0,1,15,14,Europe
1957-06-18,1957,Qtr 2,June,18,Switzerland,McDonnell Douglas,Douglas C 47BHB,0,9,9,0,Europe
1947-06-19,1947,Qtr 2,June,19,Lesotho,Lockheed,Lockheed Constellation,0,14,36,22,Africa
1989-06-27,1989,Qtr 2,June,27,Taiwan,Cessna,Cessna 404 Titan Courier IIB 12206,0,12,13,1,Asia
1964-06-20,1964,Qtr 2,June,20,Taiwan,Curtiss,Curtiss C 46,0,57,57,0,Asia
1983-06-06,1983,Qtr 2,June,6,Taiwan,Fairchild,Fairchild C 199G?,0,47,47,0,Asia
1938-06-08,1938,Qtr 2,June,8,Tanzania,De Havilland,De Havilland DH 85VP,0,3,3,0,Africa
2008-06-08,2008,Qtr 2,June,8,United States,Bell,Bell 407N416PH,0,4,4,0,North America
1951-06-03,1951,Qtr 2,June,3,United States,Fairchild,Fairchild C 8245,0,10,10,0,North America
2008-06-20,2008,Qtr 2,June,20,Thailand,Bell,Bell UH 1N?,0,10,10,0,Asia
1939-06-10,1939,Qtr 2,June,10,Malawi,Koolhoven,Koolhoven FK.43PH AJK,0,3,3,0,Africa
1953-06-18,1953,Qtr 2,June,18,Myanmar,McDonnell Douglas,Douglas C 124A Globemaster II51,0,129,129,0,Asia
1976-06-27,1976,Qtr 2,June,27,Uganda,Airbus,Airbus A300F BVGG,0,7,258,251,Africa
2014-06-14,2014,Qtr 2,June,14,Ukraine,Ilyushin,Ilyushin 76MD76777,0,49,49,0,Europe
1977-06-20,1977,Qtr 2,June,20,Uruguay,Embraer,Embraer 110C BandeiranteCX BJE,0,12,15,3,South America
1962-06-30,1962,Qtr 2,June,30,Malawi,Tupolev,Tupolev Tu-104,0,84,84,0,Africa
1987-06-19,1987,Qtr 2,June,19,Mongolia,Yakovlev,Yakovlev Yak-40,0,8,29,21,Asia
1982-06-28,1982,Qtr 2,June,28,Guatemala,Yakovlev,Yakovlev Yak-42,0,132,132,0,North America
1962-06-03,1962,Qtr 2,June,3,Thailand,Boeing,Boeing 707,0,130,132,2,Asia
1948-06-26,1948,Qtr 2,June,26,Venezuela,McDonnell Douglas,Douglas DC-3,0,1,17,16,South America
1972-06-05,1972,Qtr 2,June,5,Senegal,Curtiss,Curtiss C 46AEM2,0,32,32,0,Africa
1954-06-08,1954,Qtr 2,June,8,Lesotho,McDonnell Douglas,Douglas DC-3,0,4,4,0,Africa
1947-06-13,1947,Qtr 2,June,13,United States,McDonnell Douglas,Douglas DC-4,0,50,50,0,North America
1994-06-18,1994,Qtr 2,June,18,United States,Gates Learjet,Learjet 25DXA BBA,0,12,12,0,North America
1933-06-04,1933,Qtr 2,June,4,United States,Pitcairn,Pitcairns PA 6?,0,1,1,0,North America
1958-06-04,1958,Qtr 2,June,4,Namibia,McDonnell Douglas,Douglas DC 3N49553,0,1,3,2,Africa
1963-06-23,1963,Qtr 2,June,23,Tajikistan,Fairchild,Fairchild C 119CP,0,38,47,9,Asia
1972-06-29,1972,Qtr 2,June,29,United States,Convair,Convair CV 580/De Hav. Twin Otter 100N90858/N4043B,0,13,13,0,North America
2007-06-04,2007,Qtr 2,June,4,United States,Cessna,Cessna 550 Citation IIN550BP,0,6,6,0,North America
1951-06-29,1951,Qtr 2,June,29,Serbia,Junkers,Junkers 52/3mYU ACE,0,14,14,0,Europe
1991-03-23,1991,Qtr 1,March,23,Comoros,Antonov,Antonov An-24,0,34,63,29,Africa
1956-03-31,1956,Qtr 1,March,31,Germany,McDonnell Douglas,Douglas C 47AL2,0,19,19,0,Europe
1960-03-17,1960,Qtr 1,March,17,Sri Lanka,Lockheed,Lockheed 188C ElectraN121US,0,63,63,0,Asia
1998-03-19,1998,Qtr 1,March,19,Afghanistan,Boeing,Boeing 727,0,45,45,0,Asia
1983-03-10,1983,Qtr 1,March,10,Afghanistan,De Havilland,de Havilland Canada DHC 6 Twin Otter 300YA,0,19,19,0,Asia
1990-03-27,1990,Qtr 1,March,27,Afghanistan,Ilyushin,Ilyushin Il-76,0,11,11,0,Asia
2012-03-16,2012,Qtr 1,March,16,Afghanistan,Sikorsky,Sikorsky S 70A,4,12,12,0,Asia
2013-03-08,2013,Qtr 1,March,8,United States,Beechcraft,Beechcraft 1900CN116AX,0,2,2,0,North America
1993-03-31,1993,Qtr 1,March,31,United States,Boeing,Boeing 747,0,0,5,5,North America
1981-03-15,1981,Qtr 1,March,15,United States,Boeing,Boeing RC 135S61,0,6,24,18,North America
1976-03-07,1976,Qtr 1,March,7,United States,Cessna,Cessna 207N91142,0,4,4,0,North America
1969-03-13,1969,Qtr 1,March,13,United States,De Havilland,de Havilland DHC 6N4901,0,1,5,4,North America
1948-03-12,1948,Qtr 1,March,12,United States,McDonnell Douglas,Douglas DC-4,0,30,30,0,North America
2021-03-28,2021,Qtr 1,March,28,United States,Airbus Helicopters,Eurocopter AS350B3 EcureuilN351SH,0,5,6,1,North America
1966-03-10,1966,Qtr 1,March,10,United States,Grumman,Grumman G 21ACF,0,6,7,1,North America
1962-03-15,1962,Qtr 1,March,15,United States,Lockheed,Lockheed 1049H Super ConstellationN6911C,0,1,7,6,North America
2005-03-31,2005,Qtr 1,March,31,Albania,Lockheed,Lockheed Hercules MC 130H87,0,9,9,0,Europe
2003-03-06,2003,Qtr 1,March,6,Algeria,Boeing,Boeing 737,0,102,103,1,Africa
1997-03-12,1997,Qtr 1,March,12,Angola,Antonov,Antonov AN 12BD2,0,16,16,0,Africa
2000-03-25,2000,Qtr 1,March,25,Angola,Antonov,Antonov AN 32D2,0,3,33,30,Africa
1990-03-27,1990,Qtr 1,March,27,Angola,CASA,CASA 212 Aviocar 300T 410,0,25,25,0,Africa
1979-03-26,1979,Qtr 1,March,26,Angola,Ilyushin,Ilyushin IL 18DDM,0,10,10,0,Africa
1991-03-16,1991,Qtr 1,March,16,Angola,Lockheed,Lockheed L-100 Hercules,0,9,9,0,Africa
2015-03-09,2015,Qtr 1,March,9,Argentina,Eurocopter,Both Eurocopter AS350B3LQ CGK,0,10,10,0,South America
1951-03-26,1951,Qtr 1,March,26,Argentina,McDonnell Douglas,Douglas DC-3,2,11,24,13,South America
1933-03-11,1933,Qtr 1,March,11,Argentina,Fairchild,Fairchild FC 2WNC9723,0,2,2,0,South America
1975-03-16,1975,Qtr 1,March,16,Argentina,Fokker,Fokker F 27 Friendship 400MTC,0,55,55,0,South America
1970-03-26,1970,Qtr 1,March,26,United States,Piper,Piper PA 32N4121R,0,6,6,0,North America
1931-03-21,1931,Qtr 1,March,21,Australia,Avro,Avro 10VH UMF,0,8,8,0,Oceania
1994-03-21,1994,Qtr 1,March,21,Australia,Britten-Norman,Britten-Norman,0,6,6,0,Oceania
1942-03-03,1942,Qtr 1,March,3,Australia,Consolidated,Consolidated B 24 Liberator40,0,20,21,1,Oceania
1938-03-08,1938,Qtr 1,March,8,Australia,De Havilland,De Havilland DH 60VH,0,1,1,0,Oceania
1954-03-14,1954,Qtr 1,March,14,Australia,McDonnell Douglas,Douglas C 47AVH,0,2,2,0,Oceania
1942-03-03,1942,Qtr 1,March,3,Australia,McDonnell Douglas,Douglas DC-3,0,8,12,4,Oceania
1949-03-10,1949,Qtr 1,March,10,Australia,Lockheed,Lockheed 18 LodestarVH BAG,0,22,22,0,Oceania
2004-03-04,2004,Qtr 1,March,4,France,Ilyushin,Ilyushin II 76UR,0,3,7,4,Europe
2016-03-09,2016,Qtr 1,March,9,Bangladesh,Antonov,Antonov AN 26 S2,0,3,4,1,Asia
1917-03-04,1917,Qtr 1,March,4,Belgium,Unknown,Airship?,0,20,20,0,Europe
1933-03-28,1933,Qtr 1,March,28,Belgium,Armstrong Whitworth,Armstrong Whitworth Argosy IIG AACI,0,15,15,0,Europe
1939-03-14,1939,Qtr 1,March,14,Belgium,Junkers,Junkers JU 52OO,0,3,3,0,Europe
1915-03-05,1915,Qtr 1,March,5,Belgium,Zeppelin,Zeppelin L 8 (airship)?,0,17,41,24,Europe
1992-03-02,1992,Qtr 1,March,2,Bolivia,Curtiss,Curtiss C 46TCP,0,5,5,0,South America
1984-03-24,1984,Qtr 1,March,24,Bolivia,McDonnell Douglas,Douglas C 54CP,0,5,5,0,South America
1957-03-18,1957,Qtr 1,March,18,Bolivia,McDonnell Douglas,Douglas DC-3,0,19,19,0,South America
1984-03-16,1984,Qtr 1,March,16,Bolivia,Fairchild,Fairchild F 27MCP,0,23,23,0,South America
1983-03-09,1983,Qtr 1,March,9,Brazil,Bell,Bell 212PT HJN,0,11,11,0,South America
1989-03-21,1989,Qtr 1,March,21,Brazil,Boeing,Boeing 707,18,3,3,0,South America
1953-03-27,1953,Qtr 1,March,27,Brazil,De Havilland,de Havilland DH 114 Heron 1BPP,0,14,14,0,South America
1961-03-25,1961,Qtr 1,March,25,Brazil,McDonnell Douglas,Douglas C 47DLC,0,23,28,5,South America
1951-03-22,1951,Qtr 1,March,22,Brazil,McDonnell Douglas,Douglas DC-3,0,3,14,11,South America
1948-03-13,1948,Qtr 1,March,13,Brazil,McDonnell Douglas,Douglas DC-3,0,6,6,0,South America
1955-03-06,1955,Qtr 1,March,6,Brazil,McDonnell Douglas,Douglas DC-3,0,5,21,16,South America
1993-03-23,1993,Qtr 1,March,23,Brazil,Embraer,Embraer EMB 110 BandeirantePP,0,6,6,0,South America
1970-03-14,1970,Qtr 1,March,14,Brazil,Fairchild,Fairchild Hiller,0,38,40,2,South America
2006-03-31,2006,Qtr 1,March,31,Brazil,Let,Let L410UVP E20PT,0,19,19,0,South America
2007-03-14,2007,Qtr 1,March,14,Brazil,Rockwell,Rockwell 500S Shrike CommanderPP SEC,0,4,4,0,South America
1980-03-21,1980,Qtr 1,March,21,Brazil,Sikorsky,Sikorsky S 76PT,0,14,14,0,South America
1978-03-16,1978,Qtr 1,March,16,Bulgaria,Tupolev,Tupolev TU 134LZ,0,73,73,0,Europe
1978-03-25,1978,Qtr 1,March,25,Canada,Fokker,Fokker F 27 Friendship 200XY,0,48,48,0,North America
1991-03-16,1991,Qtr 1,March,16,Canada,Hawker,Hawker  Siddeley DH,0,10,10,0,North America
1938-03-01,1938,Qtr 1,March,1,Philippines,McDonnell Douglas,Douglas DC-2,0,9,9,0,Asia
1979-03-10,1979,Qtr 1,March,10,United States,Aerospatiale,Aerospatiale Nord 262A 33N418SA,0,3,7,4,North America
1971-03-31,1971,Qtr 1,March,31,United States,Boeing,Boeing 720,0,5,5,0,North America
1978-03-22,1978,Qtr 1,March,22,United States,Cessna,Cessna T207AN7354U,0,6,6,0,North America
1974-03-13,1974,Qtr 1,March,13,United States,Convair,Convair CV 440N4819C,0,36,36,0,North America
1946-03-19,1946,Qtr 1,March,19,United States,McDonnell Douglas,Douglas C 47B45,0,26,26,0,North America
1946-03-03,1946,Qtr 1,March,3,United States,McDonnell Douglas,Douglas DC-3,0,27,27,0,North America
1953-03-20,1953,Qtr 1,March,20,United States,McDonnell Douglas,Douglas DC 4  (C,0,35,35,0,North America
1987-03-21,1987,Qtr 1,March,21,United States,Unknown,F  4C Phantom jet fighter64,0,2,2,0,North America
1932-03-19,1932,Qtr 1,March,19,United States,Fokker,Fokker F 10ANC652E,0,7,7,0,North America
1929-03-30,1929,Qtr 1,March,30,United States,Fokker,Fokker F VIIANC7888,0,4,4,0,North America
1991-03-21,1991,Qtr 1,March,21,United States,Lockheed,Lockheed P 3C / Lockheed P,0,27,27,0,North America
1933-03-25,1933,Qtr 1,March,25,United States,Lockheed,Lockheed Orion 9NC12226,11,3,3,0,North America
2000-03-05,2000,Qtr 1,March,5,Malawi,Boeing,Boeing 737,0,0,142,142,Africa
1962-03-04,1962,Qtr 1,March,4,Cameroon,McDonnell Douglas,Douglas DC 7CG,0,111,111,0,Africa
2000-03-17,2000,Qtr 1,March,17,Canada,McDonnell Douglas,Douglas DC-3,0,2,2,0,North America
1977-03-27,1977,Qtr 1,March,27,Spain,Boeing,Boeing 747,0,583,644,61,Europe
1950-03-12,1950,Qtr 1,March,12,Latvia,Avro,Avro 689 Tudor 5G AKBY,0,80,83,3,Europe
1959-03-29,1959,Qtr 1,March,29,Slovenia,Nord,Nord 2501 NoratlasF BGZB,0,9,9,0,Europe
1986-03-27,1986,Qtr 1,March,27,Greece,SEPECAT,Sepecat Jaguar A?,35,0,0,0,Europe
1936-03-14,1936,Qtr 1,March,14,Chile,Fairchild,Fairchild FC 219,0,5,5,0,South America
1946-03-17,1946,Qtr 1,March,17,China,Unknown,Unknown,0,20,20,0,Asia
1946-03-18,1946,Qtr 1,March,18,China,Unknown,Unknown,0,0,0,0,Asia
1943-03-13,1943,Qtr 1,March,13,China,McDonnell Douglas,Douglas C 5349,0,3,3,0,Asia
1943-03-11,1943,Qtr 1,March,11,China,McDonnell Douglas,Douglas C 5353,0,3,3,0,Asia
1942-03-14,1942,Qtr 1,March,14,China,McDonnell Douglas,Douglas DC-2,0,13,17,4,Asia
1936-03-05,1936,Qtr 1,March,5,China,Ford,Ford Tri-motor,0,0,6,6,Asia
1979-03-14,1979,Qtr 1,March,14,China,Hawker Siddeley,Hawker Siddeley Trident 2EB 274,32,12,12,0,Asia
1946-03-23,1946,Qtr 1,March,23,Tajikistan,Avro,Avro 691 Lancastrian 1G AGLX,0,10,10,0,Asia
1960-03-15,1960,Qtr 1,March,15,Colombia,Consolidated,Consolidated PBY-5A Catalina,0,6,13,7,South America
1984-03-13,1984,Qtr 1,March,13,Colombia,Curtiss,Curtiss C-46,0,4,6,2,South America
1960-03-19,1960,Qtr 1,March,19,Colombia,Curtiss,Curtiss C 46HK,0,25,46,21,South America
1947-03-08,1947,Qtr 1,March,8,Colombia,McDonnell Douglas,Douglas DC-3,0,9,9,0,South America
1955-03-09,1955,Qtr 1,March,9,Colombia,McDonnell Douglas,Douglas DC-3,0,8,8,0,South America
1951-03-21,1951,Qtr 1,March,21,Colombia,McDonnell Douglas,Douglas DC-3,0,29,29,0,South America
1965-03-22,1965,Qtr 1,March,22,Colombia,McDonnell Douglas,Douglas DC-3,0,28,28,0,South America
1948-03-15,1948,Qtr 1,March,15,Colombia,McDonnell Douglas,Douglas DC 3 (C47,0,14,14,0,South America
1999-03-18,1999,Qtr 1,March,18,Colombia,McDonnell Douglas,Douglas DC 3C (C,8,8,8,0,South America
1964-03-08,1964,Qtr 1,March,8,Colombia,McDonnell Douglas,Douglas DC-3,0,28,28,0,South America
1957-03-09,1957,Qtr 1,March,9,Colombia,McDonnell Douglas,Douglas DC-3,0,15,15,0,South America
2019-03-09,2019,Qtr 1,March,9,Colombia,McDonnell Douglas,Douglas DC-3,0,14,14,0,South America
1985-03-28,1985,Qtr 1,March,28,Colombia,Fokker,Fokker F 28 Fellowship 3000FAC,0,46,46,0,South America
1939-03-16,1939,Qtr 1,March,16,Colombia,Junkers,Junkers JU 86?,0,8,8,0,South America
1947-03-17,1947,Qtr 1,March,17,Colombia,Lockheed,Lockheed 18 LodestarYS 28,0,8,8,0,South America
1934-03-10,1934,Qtr 1,March,10,Colombia,Sikorsky,Sikorsky S 38 Flying BoatNC,0,5,6,1,South America
1982-03-26,1982,Qtr 1,March,26,Colombia,Vickers,Vickers Viscount 745DHK 2382,0,21,21,0,South America
1991-03-03,1991,Qtr 1,March,3,United States,Boeing,Boeing 737,0,25,25,0,North America
2001-03-29,2001,Qtr 1,March,29,United States,Grumman,Grummand Gulfstream IIIN303GA,0,18,18,0,North America
1981-03-10,1981,Qtr 1,March,10,Slovenia,Dassault,Dassault  Breguet Atlantique29,0,18,18,0,Europe
2011-03-21,2011,Qtr 1,March,21,Congo,Antonov,Antonov 12BPTN AGK,14,9,9,0,Africa
1992-03-12,1992,Qtr 1,March,12,Congo,De Havilland,de Havilland Canada DHC 6 Twin Otter 300TN,0,3,8,5,Africa
2013-03-04,2013,Qtr 1,March,4,Congo,Fokker,Fokker 509Q CBD,0,7,10,3,Africa
1953-03-04,1953,Qtr 1,March,4,United States,Curtiss,Curtiss C 46FN4717N,0,2,2,0,North America
1948-03-27,1948,Qtr 1,March,27,France,Vickers,Vickers 604 Viking 1BVT CEL,0,19,19,0,Europe
2002-03-14,2002,Qtr 1,March,14,Cuba,Antonov,Antonov AN 2CU,0,17,17,0,North America
1962-03-27,1962,Qtr 1,March,27,Cuba,Ilyushin,Ilyushin IL 14CU,0,22,22,0,North America
1946-03-05,1946,Qtr 1,March,5,Guinea,Junkers,Junkers JU 52/3mOK,0,12,15,3,Africa
2016-03-15,2016,Qtr 1,March,15,Ecuador,IAI,IAI Attava 201 E 206,0,22,22,0,South America
1966-03-18,1966,Qtr 1,March,18,Egypt,Antonov,Antonov AN 24BSU,0,30,30,0,Africa
1935-03-15,1935,Qtr 1,March,15,Egypt,De Havilland,de Havilland Dragon 1SU ABI,0,3,6,3,Africa
1988-03-31,1988,Qtr 1,March,31,Egypt,McDonnell Douglas,McDonnell Douglas DC-8,0,4,4,0,Africa
1969-03-20,1969,Qtr 1,March,20,Egypt,Ilyushin,Ilyushin Il-18,0,100,105,5,Africa
1958-03-07,1958,Qtr 1,March,7,Egypt,Vickers,Vickers 628 Viking 1BSU AGN,0,8,26,18,Africa
1957-03-05,1957,Qtr 1,March,5,United Kingdom,Blackburn,Blackburn Beverley C Mark 1XH117,2,18,22,4,Europe
1951-03-27,1951,Qtr 1,March,27,United Kingdom,McDonnell Douglas,Douglas DC-3,0,2,3,1,Europe
1956-03-28,1956,Qtr 1,March,28,United Kingdom,McDonnell Douglas,Douglas C 47BG,0,1,3,2,Europe
1957-03-14,1957,Qtr 1,March,14,United Kingdom,Vickers,Vickers Viscount 701G ALWE,2,20,20,0,Europe
2019-03-10,2019,Qtr 1,March,10,Ethiopia,Boeing,Boeing 737 Max 8ET AVJ,0,157,157,0,Africa
1982-03-19,1982,Qtr 1,March,19,United States,Beechcraft,Beechcraft Bonanza F35N567LT,0,3,3,0,North America
1958-03-25,1958,Qtr 1,March,25,United States,McDonnell Douglas,Douglas DC 7,0,9,24,15,North America
1994-03-18,1994,Qtr 1,March,18,United States,Grumman,Grumman G 73T Turbo MallardN150FB,0,2,2,0,North America
2015-03-24,2015,Qtr 1,March,24,France,Airbus,Airbus A320,0,150,150,0,Europe
1938-03-23,1938,Qtr 1,March,23,France,Dewoitine,Dewoitine D 338F,0,8,8,0,Europe
1954-03-04,1954,Qtr 1,March,4,France,McDonnell Douglas,Douglas DC-3,0,20,20,0,Europe
1947-03-14,1947,Qtr 1,March,14,France,McDonnell Douglas,Douglas DC-3,0,23,23,0,Europe
1988-03-04,1988,Qtr 1,March,4,France,Fairchild,Fairchild FH 227BF,0,23,23,0,Europe
1928-03-11,1928,Qtr 1,March,11,France,Farman,Farman F 60 GoliathF,0,2,2,0,Europe
1948-03-02,1948,Qtr 1,March,2,France,Junkers,Junkers Ju 52,0,4,4,0,Europe
1950-03-28,1950,Qtr 1,March,28,France,Latecoere,Latecoere 631 (sea plane)F WANU,0,12,12,0,Europe
1962-03-08,1962,Qtr 1,March,8,France,Lockheed,Lockheed C 130A Hercules55,0,15,15,0,Europe
1974-03-03,1974,Qtr 1,March,3,France,McDonnell Douglas,McDonnell Douglas DC-10,0,346,346,0,Europe
1973-03-05,1973,Qtr 1,March,5,France,McDonnell Douglas,McDonnell Douglas DC-9,0,68,182,114,Europe
1937-03-24,1937,Qtr 1,March,24,France,Short,Short  S 23 (flying boat)G,0,5,6,1,Europe
1952-03-03,1952,Qtr 1,March,3,France,Aerospatiale,SNCASE LanguedocF BCUM,0,38,38,0,Europe
1952-03-24,1952,Qtr 1,March,24,France,Lockheed,Lockheed 18 LodestarF ARTE,0,17,21,4,Europe
1937-03-12,1937,Qtr 1,March,12,Gambia,Heinkel,Heinkel He 111V2D,0,4,4,0,Africa
1959-03-30,1959,Qtr 1,March,30,United States,Curtiss,Curtiss C 46AN7840B,0,2,2,0,North America
1925-03-22,1925,Qtr 1,March,22,United States,Junkers,Junkers F 13R,0,5,5,0,North America
2001-03-03,2001,Qtr 1,March,3,United States,Short,Short 36093 1336,0,21,21,0,North America
1949-03-15,1949,Qtr 1,March,15,Germany,Avro,Avro 685 York IG AHFI,0,3,3,0,Europe
