Date,Year,Quarter,Month,Day,Country/Region,Aircraft Manufacturer,Aircraft,Ground,Fatalities (air),Aboard,Survivors,Continent
1952-03-22,1952,Qtr 1,March,22,Germany,McDonnell Douglas,Douglas DC 6PH,0,45,47,2,Europe
1961-03-28,1961,Qtr 1,March,28,Germany,Ilyushin,Ilyushin Il-18,0,52,52,0,Europe
1935-03-29,1935,Qtr 1,March,29,Germany,Junkers,Junkers F 13,0,5,5,0,Europe
1926-03-08,1926,Qtr 1,March,8,Germany,Junkers,Junkers F 13,0,1,1,0,Europe
1937-03-26,1937,Qtr 1,March,26,Germany,Junkers,Junkers Ju 52,0,0,6,6,Europe
1935-03-07,1935,Qtr 1,March,7,Germany,Rohrbach,Rochrbach RolandD AJYP,0,0,3,3,Europe
1992-03-24,1992,Qtr 1,March,24,Greece,Boeing,Boeing 707 321CST,0,7,7,0,Europe
1966-03-10,1966,Qtr 1,March,10,Greece,McDonnell Douglas,Douglas DC 6AOD,0,5,5,0,Europe
1968-03-06,1968,Qtr 1,March,6,Guadeloupe,Boeing,Boeing 707,0,63,63,0,North America
2022-03-22,2022,Qtr 1,March,22,China,Boeing,Boeing 737 89P WLB,0,132,132,0,Asia
2007-03-08,2007,Qtr 1,March,8,United States,Aerospatiale,Aerospatiale AS350BA RotocraftN354NT,0,4,7,3,North America
1955-03-22,1955,Qtr 1,March,22,United States,McDonnell Douglas,Douglas R6D 1 (C,0,66,66,0,North America
1990-03-21,1990,Qtr 1,March,21,Honduras,Lockheed,Lockheed L 188CF ElectraHR,0,3,3,0,North America
1951-03-11,1951,Qtr 1,March,11,China,McDonnell Douglas,Douglas DC 4HS,0,24,24,0,Asia
1948-03-07,1948,Qtr 1,March,7,Iceland,Avro,Avro AnsonTF RVL,0,4,4,0,Europe
1982-03-19,1982,Qtr 1,March,19,United States,Boeing,Boeing KC 135C58,0,27,27,0,North America
1948-03-10,1948,Qtr 1,March,10,United States,McDonnell Douglas,Douglas DC 4NC37478,0,12,13,1,North America
1934-03-06,1934,Qtr 1,March,6,United States,Fairchild,Fairchild Pilgrim 100ANC710Y,0,4,4,0,North America
1932-03-08,1932,Qtr 1,March,8,United States,Stinson,Stinson SM 6000BNC11122,0,3,5,2,North America
1999-03-07,1999,Qtr 1,March,7,India,Antonov,Antonov AN 32 TransportK2673,3,19,19,0,Asia
1994-03-08,1994,Qtr 1,March,8,India,Boeing,Boeing 737 2R4CVT,0,4,4,0,Asia
1953-03-14,1953,Qtr 1,March,14,India,Convair,Convair CV-240,0,16,16,0,Asia
1956-03-31,1956,Qtr 1,March,31,India,McDonnell Douglas,Douglas DC-3,0,3,3,0,Asia
1959-03-12,1959,Qtr 1,March,12,India,McDonnell Douglas,Douglas DC-3,0,5,7,2,Asia
1971-03-26,1971,Qtr 1,March,26,India,McDonnell Douglas,Douglas DC-3,0,15,15,0,Asia
1959-03-29,1959,Qtr 1,March,29,India,McDonnell Douglas,Douglas DC-3,0,24,24,0,Asia
1956-03-21,1956,Qtr 1,March,21,India,McDonnell Douglas,Douglas DC-3,0,2,21,19,Asia
1964-03-04,1964,Qtr 1,March,4,India,Fairchild,Fairchild C 119?,0,22,22,0,Asia
1973-03-15,1973,Qtr 1,March,15,India,Hindustan Aeronautics,HAL  748,0,3,3,0,Asia
1991-03-25,1991,Qtr 1,March,25,India,Hindustan Aeronautics,Hindustan Aeronautics 748 2H1513,0,28,28,0,Asia
1990-03-01,1990,Qtr 1,March,1,India,MiG,MiG  23?,50,0,1,1,Asia
1938-03-07,1938,Qtr 1,March,7,India,Potez,Potez 621F ANQR,0,7,7,0,Asia
1920-03-10,1920,Qtr 1,March,10,United States,De Havilland,De Havilland DH 465,0,1,1,0,North America
1989-03-15,1989,Qtr 1,March,15,United States,Kawasaki,NAMC YS-11A,0,2,2,0,North America
2007-03-07,2007,Qtr 1,March,7,Indonesia,Boeing,Boeing 737,0,22,140,118,Asia
1986-03-20,1986,Qtr 1,March,20,Indonesia,CASA,CASA 212 Aviocar 100PK NCF,0,2,16,14,Asia
1977-03-29,1977,Qtr 1,March,29,Indonesia,De Havilland,De Havilland Canada DHC-6 Twin Otter,0,15,23,8,Asia
2003-03-27,2003,Qtr 1,March,27,Indonesia,De Havilland,de Havilland Canada DHC 6 Twin OtterPK,0,4,16,12,Asia
2001-03-26,2001,Qtr 1,March,26,Indonesia,Fokker,Fokker F 27 Friendship 500FPK,0,3,3,0,Asia
1982-03-20,1982,Qtr 1,March,20,Indonesia,Fokker,Fokker F-28 Fellowship,0,27,27,0,Asia
2003-03-28,2003,Qtr 1,March,28,United States,Beechcraft,Beech A36N1636W,0,3,3,0,North America
1951-03-02,1951,Qtr 1,March,2,United States,McDonnell Douglas,Douglas DC 3N19928,0,16,25,9,North America
1974-03-15,1974,Qtr 1,March,15,Iran,Aerospatiale,Aerospatiale Caravelle 10B3OY STK,0,15,96,81,Asia
1963-03-15,1963,Qtr 1,March,15,Iran,Avro,Avro 685 York C1OD ACZ,0,4,4,0,Asia
2018-03-11,2018,Qtr 1,March,11,Iran,Canadair,Canadair CL-600 Challenger,0,11,11,0,Asia
1997-03-13,1997,Qtr 1,March,13,Iran,Lockheed,Lockheed C 130HF?,0,88,88,0,Asia
1932-03-29,1932,Qtr 1,March,29,Iraq,Farman,Farman F 190F,0,3,3,0,Asia
1968-03-24,1968,Qtr 1,March,24,Ireland,Vickers,Vickers Viscount 803EI AOM,0,61,61,0,Europe
2002-03-09,2002,Qtr 1,March,9,Italy,Antonov,Antonov 2TPLY AVD,0,3,3,0,Europe
1967-03-11,1967,Qtr 1,March,11,Italy,De Havilland,de Havilland Canada DHC 6 Twin Otter 100I,0,4,5,1,Europe
1963-03-20,1963,Qtr 1,March,20,Italy,De Havilland,de Havilland Comet 4CSA R,0,18,18,0,Europe
1947-03-08,1947,Qtr 1,March,8,Italy,McDonnell Douglas,Douglas C 47BKK122,0,13,13,0,Europe
1963-03-30,1963,Qtr 1,March,30,Italy,McDonnell Douglas,Douglas DC-3,0,11,11,0,Europe
1962-03-08,1962,Qtr 1,March,8,Italy,McDonnell Douglas,Douglas DC-6,0,5,5,0,Europe
1977-03-03,1977,Qtr 1,March,3,Italy,Lockheed,Lockheed C 130HMM61995,0,44,44,0,Europe
1940-03-16,1940,Qtr 1,March,16,Italy,Savoia Marchetti,Savoia Marchetti SM 73I  SUTO,0,14,14,0,Europe
1964-03-28,1964,Qtr 1,March,28,Italy,Vickers,Vickers Viscount 785DI LAKE,0,45,45,0,Europe
1957-03-04,1957,Qtr 1,March,4,Japan,Curtiss,Curtiss C-46,0,17,17,0,Asia
1960-03-16,1960,Qtr 1,March,16,Japan,McDonnell Douglas,Douglas DC 3JA,0,5,40,35,Asia
1963-03-23,1963,Qtr 1,March,23,Japan,Unknown,H  21B?,0,10,10,0,Asia
1966-03-04,1966,Qtr 1,March,4,Japan,McDonnell Douglas,McDonnell Douglas DC-8,0,64,72,8,Asia
2009-03-23,2009,Qtr 1,March,23,Japan,McDonnell Douglas,McDonnell Douglas MD 11N526FE,0,2,2,0,Asia
1931-03-31,1931,Qtr 1,March,31,United States,Fokker,Fokker F10A TrimotorNC 999,0,8,8,0,North America
2007-03-11,2007,Qtr 1,March,11,Mexico,McDonnell Douglas,Mc Donnell Douglas 369FF RotocraftN911VC,0,1,5,4,North America
1987-03-06,1987,Qtr 1,March,6,Kazakhstan,Antonov,Antonov An-26,0,9,9,0,Asia
1998-03-10,1998,Qtr 1,March,10,Kenya,Boeing,Boeing 707 336CSU,0,6,6,0,Africa
1994-03-14,1994,Qtr 1,March,14,Kenya,Lockheed,Lockheed C 130H Hercules69,0,8,8,0,Africa
1967-03-05,1967,Qtr 1,March,5,Liberia,McDonnell Douglas,McDonnell Douglas DC-8,5,51,90,39,Africa
1948-03-02,1948,Qtr 1,March,2,United Kingdom,McDonnell Douglas,Douglas DC-3,0,20,22,2,Europe
1978-03-01,1978,Qtr 1,March,1,United States,McDonnell Douglas,McDonnell Douglas DC-10,0,2,200,198,North America
1969-03-20,1969,Qtr 1,March,20,United States,McDonnell Douglas,Douglas DC 3N142D,0,16,27,11,North America
1967-03-30,1967,Qtr 1,March,30,United States,McDonnell Douglas,McDonnell Douglas DC-8,13,6,6,0,North America
1993-03-05,1993,Qtr 1,March,5,Cyprus,Fokker,Fokker 100PH KXL,0,83,97,14,Asia
1954-03-19,1954,Qtr 1,March,19,United States,Fairchild,Fairchild C 110F51,0,18,18,0,North America
1964-03-10,1964,Qtr 1,March,10,Congo,McDonnell Douglas,Douglas DC 4N384,0,3,3,0,Africa
1955-03-07,1955,Qtr 1,March,7,Rwanda,Lockheed,Lockheed 18 LodeStarXB ZEH,0,6,6,0,Africa
1986-03-31,1986,Qtr 1,March,31,Mexico,Boeing,Boeing 727,0,167,167,0,North America
1998-03-31,1998,Qtr 1,March,31,Mexico,Convair,Convair CV-240,0,2,4,2,North America
1955-03-08,1955,Qtr 1,March,8,Mexico,McDonnell Douglas,Douglas DC-3,0,26,26,0,North America
1954-03-26,1954,Qtr 1,March,26,Mexico,McDonnell Douglas,Douglas DC-3,0,18,18,0,North America
1936-03-26,1936,Qtr 1,March,26,Mexico,Ford,Ford Tri-motor,0,14,14,0,North America
1987-03-04,1987,Qtr 1,March,4,United States,CASA,CASA 212 Aviocar 200N160FB,0,9,22,13,North America
1986-03-13,1986,Qtr 1,March,13,United States,Embraer,Embraer 110P1 BandeiranteN1356P,0,3,9,6,North America
1950-03-07,1950,Qtr 1,March,7,United States,Lockheed,Martin 202N93050,2,13,13,0,North America
1979-03-01,1979,Qtr 1,March,1,United States,Beechcraft,Beech BE 70N777AE,0,8,8,0,North America
1955-03-20,1955,Qtr 1,March,20,United States,Convair,Convair CV-240,0,13,35,22,North America
1968-03-27,1968,Qtr 1,March,27,United States,McDonnell Douglas,McDonnell Douglas DC 9 and Cessna 150FN970Z/N8669G,0,2,51,49,North America
1964-03-12,1964,Qtr 1,March,12,United States,McDonnell Douglas,Douglas DC 3CN61442,0,5,5,0,North America
2009-03-22,2009,Qtr 1,March,22,United States,Pilatus,Pilatus PC 12/45N128CM,0,14,14,0,North America
1927-03-20,1927,Qtr 1,March,20,Morocco,Breguet,Breguet 14F ALRA,0,1,1,0,Africa
1965-03-31,1965,Qtr 1,March,31,Morocco,Convair,Convair CV-440,0,50,53,3,Africa
1986-03-30,1986,Qtr 1,March,30,Mozambique,Antonov,Antonov AN 26042,0,49,54,5,Africa
1966-03-05,1966,Qtr 1,March,5,Austria,Boeing,Boeing 707,0,124,124,0,Europe
1988-03-17,1988,Qtr 1,March,17,Unknown,Boeing,Boeing 727,0,143,143,0,Unknown
1922-03-22,1922,Qtr 1,March,22,Mexico,Aeromarine,Aeromarine Model 85 (flying boat)?,0,5,6,1,North America
1990-03-23,1990,Qtr 1,March,23,Belarus,Antonov,Antonov AN 26CU,0,4,46,42,Europe
2014-03-08,2014,Qtr 1,March,8,Gambia,Boeing,Boeing 777 2009M,0,239,239,0,Africa
1957-03-22,1957,Qtr 1,March,22,Moldova,Boeing,Boeing C 97C50,0,67,67,0,Europe
1955-03-26,1955,Qtr 1,March,26,Lebanon,Boeing,Boeing 377 Stratocruiser 10 26N1032V,0,4,23,19,Asia
1984-03-31,1984,Qtr 1,March,31,San Marino,Cessna,Cessna 402BN44NC,0,6,6,0,Europe
1944-03-22,1944,Qtr 1,March,22,Hungary,Consolidated,Consolidated B-24 Liberator,0,21,21,0,Europe
1951-03-23,1951,Qtr 1,March,23,Bulgaria,McDonnell Douglas,Douglas C 124A Globemaster49,0,53,53,0,Europe
1964-03-28,1964,Qtr 1,March,28,Germany,McDonnell Douglas,Douglas DC-4,0,9,9,0,Europe
1964-03-08,1964,Qtr 1,March,8,Serbia,McDonnell Douglas,Douglas DC 3N410D,0,1,30,29,Europe
1969-03-08,1969,Qtr 1,March,8,Tajikistan,McDonnell Douglas,Douglas DC 4N3821,0,3,3,0,Asia
1940-03-01,1940,Qtr 1,March,1,Colombia,Handley Page,Handley Page HP 42G,0,8,8,0,South America
1976-03-02,1976,Qtr 1,March,2,Ethiopia,IAI,IAI Arava 201TAM 76,0,19,22,3,Africa
1994-03-17,1994,Qtr 1,March,17,Sri Lanka,Lockheed,Lockheed Hercules C 1305,0,32,32,0,Asia
1983-03-11,1983,Qtr 1,March,11,Serbia,McDonnell Douglas,McDonnell Douglas DC-9,0,23,50,27,Europe
1962-03-20,1962,Qtr 1,March,20,United Kingdom,Nord,Nord 2501 Noratlas204,0,11,11,0,Europe
1917-03-30,1917,Qtr 1,March,30,Saudi Arabia,Schutte,Schutte  Lanz S,0,23,23,0,Asia
2018-03-12,2018,Qtr 1,March,12,Nepal,De Havilland,De Havilland Canada DHC-8 Dash 8,0,51,71,20,Asia
1958-03-24,1958,Qtr 1,March,24,Nepal,McDonnell Douglas,Douglas DC-3,0,20,20,0,Asia
2008-03-03,2008,Qtr 1,March,3,Nepal,Mil,Mi  17?,0,10,10,0,Asia
2004-03-16,2004,Qtr 1,March,16,United States,Beechcraft,Beechcraft 1900CN27RA,0,5,5,0,North America
1964-03-01,1964,Qtr 1,March,1,United States,Lockheed,Lockheed 049 ConstellationN86504,0,85,85,0,North America
1962-03-01,1962,Qtr 1,March,1,Kenya,Boeing,Boeing 707,0,95,95,0,Africa
1920-03-30,1920,Qtr 1,March,30,Unknown,De Havilland,De Havilland DH 472,0,1,1,0,Unknown
2018-03-11,2018,Qtr 1,March,11,Namibia,Eurocopter,Eurocopter AS 350B2N350LH,0,5,6,1,Africa
1972-03-03,1972,Qtr 1,March,3,Greece,Fairchild,Fairchild Hiller,1,16,48,32,Europe
1992-03-22,1992,Qtr 1,March,22,Vanuatu,Fokker,Fokker F 28 Fellowship 4000N485US,0,27,51,24,Oceania
1929-03-17,1929,Qtr 1,March,17,India,Ford,Ford Tri-motor,0,14,15,1,Asia
1983-03-30,1983,Qtr 1,March,30,Spain,Gates Learjet,Learjet 25N51CA,0,2,2,0,Europe
1958-03-22,1958,Qtr 1,March,22,Belgium,Lockheed,Lockheed 18 LodestarN300E,0,4,4,0,Europe
1949-03-18,1949,Qtr 1,March,18,Tajikistan,Lockheed,Lockheed 18 LodestarZK AKX,0,15,15,0,Asia
1994-03-02,1994,Qtr 1,March,2,Sri Lanka,McDonnell Douglas,McDonnell Douglas MD 82N18835,0,0,116,116,Asia
1953-03-18,1953,Qtr 1,March,18,Canada,Convair,Convair RB 36H51,0,23,23,0,North America
1986-03-24,1986,Qtr 1,March,24,Canada,De Havilland,de Havilland Canada DHC 3 OtterC,0,4,5,1,North America
1999-03-19,1999,Qtr 1,March,19,Canada,De Havilland,De Havilland Canada DHC-6 Twin Otter,0,1,2,1,North America
1965-03-18,1965,Qtr 1,March,18,Canada,McDonnell Douglas,Douglas DC,0,2,2,0,North America
2009-03-12,2009,Qtr 1,March,12,Canada,Sikorsky,Sikorsky S 92AC,0,17,18,1,North America
1953-03-18,1953,Qtr 1,March,18,Suriname,Boeing,Boeing B 29 Superfortress44,0,10,10,0,South America
1959-03-05,1959,Qtr 1,March,5,Nicaragua,Vickers,Vickers Viscount 763YS 09C,0,15,19,4,North America
1977-03-04,1977,Qtr 1,March,4,Niger,McDonnell Douglas,McDonnell Douglas DC-8,0,2,4,2,Africa
1978-03-02,1978,Qtr 1,March,2,Nigeria,Fokker,Fokker F 28 Fellowship 1000 / MiG,0,18,18,0,Africa
1964-03-20,1964,Qtr 1,March,20,South Africa,Piper,Piper PA 23N4320P,0,3,3,0,Africa
1982-03-11,1982,Qtr 1,March,11,Norway,De Havilland,De Havilland Canada DHC-6 Twin Otter,0,15,15,0,Europe
1941-03-01,1941,Qtr 1,March,1,Norway,Junkers,Junkers Ju 52,0,3,12,9,Europe
1965-03-17,1965,Qtr 1,March,17,Latvia,Handley Page,Handley Page HPR 7 Herald 211CF,0,8,8,0,Europe
1945-03-27,1945,Qtr 1,March,27,Russia,McDonnell Douglas,Douglas DC-3,0,24,24,0,Europe
1932-03-31,1932,Qtr 1,March,31,United States,Boeing,Boeing 95NC191E,0,1,1,0,North America
1967-03-05,1967,Qtr 1,March,5,United States,Convair,Convair CV 580N73130,0,38,38,0,North America
1967-03-09,1967,Qtr 1,March,9,United States,McDonnell Douglas,McDonnell Douglas DC-9,0,26,26,0,North America
1932-03-21,1932,Qtr 1,March,21,United States,Northrop,Northrop Alpha 3NC966Y,0,1,1,0,North America
1958-03-07,1958,Qtr 1,March,7,Nicaragua,Fairchild,Fairchild R4Q / Dougas AD 6 skyraider129741/135350,0,26,26,0,North America
1939-03-26,1939,Qtr 1,March,26,United States,McDonnell Douglas,Douglas DC-2,0,8,12,4,North America
1989-03-10,1989,Qtr 1,March,10,Canada,Fokker,Fokker F 28 Fellowship 1000C,0,24,69,45,North America
1967-03-10,1967,Qtr 1,March,10,United States,Fairchild,Fairchild F 27N2712,0,4,4,0,North America
1987-03-30,1987,Qtr 1,March,30,Pakistan,Antonov,Antonov An-26,0,40,40,0,Asia
1967-03-08,1967,Qtr 1,March,8,Pakistan,Unknown,AT L98 CarvairF BMHU,7,4,6,2,Asia
1953-03-03,1953,Qtr 1,March,3,Pakistan,De Havilland,de Havilland DH106 Comet 1ACF CUN,0,11,11,0,Asia
1965-03-26,1965,Qtr 1,March,26,Pakistan,McDonnell Douglas,Douglas C 47AP,0,22,26,4,Asia
2000-03-17,2000,Qtr 1,March,17,Panama,De Havilland,de Havilland Canada DHC 6 Twin Otter 300HP,0,10,10,0,North America
1966-03-20,1966,Qtr 1,March,20,Paraguay,Curtiss,Curtiss C 46FN1245N,0,2,2,0,South America
1924-03-07,1924,Qtr 1,March,7,United States,De Havilland,De Havilland DH 4327,0,1,1,0,North America
1937-03-25,1937,Qtr 1,March,25,United States,McDonnell Douglas,Douglas DC-2,0,13,13,0,North America
1998-03-28,1998,Qtr 1,March,28,Peru,Antonov,Antonov AN 32OB,1,22,55,33,South America
1989-03-10,1989,Qtr 1,March,10,Peru,Britten-Norman,Britten Norman BN 2A TrislanderOB,0,10,10,0,South America
1934-03-22,1934,Qtr 1,March,22,Peru,Ford,Ford Tri-motor,0,3,15,12,South America
1996-03-09,1996,Qtr 1,March,9,Peru,Mil,Mil Mi 17EP561,0,23,23,0,South America
1962-03-15,1962,Qtr 1,March,15,Tajikistan,Lockheed,Lockheed 1049H Super ConstellationN6921C,0,107,107,0,Asia
1998-03-22,1998,Qtr 1,March,22,Philippines,Airbus,Airbus A.320 214RP,3,0,127,127,Asia
1957-03-17,1957,Qtr 1,March,17,Philippines,McDonnell Douglas,Douglas DC-3,0,24,25,1,Asia
1952-03-10,1952,Qtr 1,March,10,Philippines,McDonnell Douglas,Douglas DC-3,0,3,3,0,Asia
1952-03-30,1952,Qtr 1,March,30,Philippines,McDonnell Douglas,Douglas DC-3,0,10,29,19,Asia
1965-03-08,1965,Qtr 1,March,8,Philippines,McDonnell Douglas,Douglas DC-3,0,10,12,2,Asia
1963-03-02,1963,Qtr 1,March,2,Philippines,McDonnell Douglas,Douglas DC-3,0,27,27,0,Asia
1968-03-08,1968,Qtr 1,March,8,Philippines,Fairchild,Fairchild F 27PI,0,14,14,0,Asia
2020-03-29,2020,Qtr 1,March,29,Philippines,IAI,IAI 1124A Westwind IIRP C5880,0,8,8,0,Asia
1981-03-26,1981,Qtr 1,March,26,Poland,Antonov,Antonov An-24,0,1,52,51,Europe
1980-03-14,1980,Qtr 1,March,14,Poland,Ilyushin,Ilyushin IL 62SP,0,87,87,0,Europe
1979-03-29,1979,Qtr 1,March,29,Unknown,Fairchild,Fairchild F 27CF,0,17,24,7,Unknown
2005-03-26,2005,Qtr 1,March,26,Albania,Let,Let  410UVP,0,8,14,6,Europe
1965-03-23,1965,Qtr 1,March,23,Puerto Rico,Canadair,Canadair CP 107 MK,0,16,16,0,North America
2012-03-15,2012,Qtr 1,March,15,Puerto Rico,Convair,Convair CV 340N153JR,0,2,2,0,North America
1969-03-05,1969,Qtr 1,March,5,Puerto Rico,De Havilland,de Havilland DH 114 Heron 2DN563PR,0,19,19,0,North America
1979-03-14,1979,Qtr 1,March,14,Qatar,Boeing,Boeing 727,0,45,64,19,Asia
1927-03-24,1927,Qtr 1,March,24,Slovakia,De Havilland,de Havilland DH 9CG,0,3,3,0,Europe
1952-03-22,1952,Qtr 1,March,22,Canada,McDonnell Douglas,Douglas DC-3,0,4,4,0,North America
2016-03-29,2016,Qtr 1,March,29,Canada,Mitsubishi,Mitsubishi MU 2B 60 MarquiseN246W,0,7,7,0,North America
1943-03-27,1943,Qtr 1,March,27,Australia,McDonnell Douglas,Douglas DC-3,0,24,24,0,Oceania
2002-03-17,2002,Qtr 1,March,17,Chad,Let,Let 410UVP EJ2,0,4,4,0,Africa
1968-03-09,1968,Qtr 1,March,9,Angola,McDonnell Douglas,Douglas DC6B43748,0,19,20,1,Africa
1995-03-31,1995,Qtr 1,March,31,Romania,Airbus,Airbus A310 324YR,0,60,60,0,Europe
1976-03-01,1976,Qtr 1,March,1,Romania,Ilyushin,Ilyushin II 14PYR,0,6,9,3,Europe
1952-03-26,1952,Qtr 1,March,26,Russia,Unknown,Unknown,0,70,70,0,Europe
1994-03-23,1994,Qtr 1,March,23,Russia,Airbus,Airbus A310 304F,0,75,75,0,Europe
2005-03-16,2005,Qtr 1,March,16,Russia,Antonov,Antonov 24RA 46489,0,28,52,24,Europe
1995-03-16,1995,Qtr 1,March,16,Russia,Antonov,Antonov 26BRA 26084,0,9,10,1,Europe
1986-03-02,1986,Qtr 1,March,2,Russia,Antonov,Antonov An-24,0,38,38,0,Europe
1965-03-20,1965,Qtr 1,March,20,Russia,Antonov,Antonov An-24,0,43,47,4,Europe
1997-03-18,1997,Qtr 1,March,18,Russia,Antonov,Antonov AN 24RVRA,0,50,50,0,Europe
1975-03-18,1975,Qtr 1,March,18,Russia,Antonov,Antonov AN 2CCCP,0,7,12,5,Europe
2016-03-19,2016,Qtr 1,March,19,Russia,Boeing,Boeing 737 8KN (WL)A6,0,62,62,0,Europe
1967-03-12,1967,Qtr 1,March,12,Russia,Ilyushin,Ilyushin Il-14,0,15,19,4,Europe
1976-03-06,1976,Qtr 1,March,6,Russia,Ilyushin,Ilyushin IL 18ECCCP,7,111,111,0,Europe
2003-03-01,2003,Qtr 1,March,1,Russia,Let,Let L 410UVPFLARF,0,11,25,14,Europe
1965-03-02,1965,Qtr 1,March,2,Russia,Lisunov,Lisunov Li-2,0,31,31,0,Europe
1951-03-25,1951,Qtr 1,March,25,Russia,Lisunov,Lisunov Li-2,0,12,13,1,Europe
1968-03-27,1968,Qtr 1,March,27,Russia,MiG,MiG  15 UTI?,0,2,2,0,Europe
2007-03-17,2007,Qtr 1,March,17,Russia,Tupolev,Tuolev 134AKRA 65021,0,6,57,51,Europe
1979-03-17,1979,Qtr 1,March,17,Russia,Tupolev,Tupolev Tu-104,0,58,119,61,Europe
1965-03-08,1965,Qtr 1,March,8,Russia,Tupolev,Tupolev Tu 124VCCCP,0,30,30,0,Europe
1977-03-30,1977,Qtr 1,March,30,Russia,Yakovlev,Yakovlev Yak-40,0,8,27,19,Europe
2000-03-09,2000,Qtr 1,March,9,Russia,Yakovlev,Yakovlev Yak-40,0,9,9,0,Europe
1991-03-21,1991,Qtr 1,March,21,Saudi Arabia,Lockheed,Lockheed C 130H469,0,98,98,0,Asia
2001-03-15,2001,Qtr 1,March,15,Saudi Arabia,Tupolev,Tupolev 154MRA 85619,0,3,174,171,Asia
1990-03-12,1990,Qtr 1,March,12,United Kingdom,Sikorsky,Sikorsky S 58ET (helilcopter)EC,0,11,13,2,Europe
1954-03-13,1954,Qtr 1,March,13,Singapore,Lockheed,Lockheed 749A 79,0,33,40,7,Asia
2007-03-23,2007,Qtr 1,March,23,Somalia,Ilyushin,Ilushin Il 76TDEW,0,11,11,0,Africa
1954-03-13,1954,Qtr 1,March,13,South Africa,Unknown,C  46?,0,0,0,0,Africa
1967-03-10,1967,Qtr 1,March,10,South Africa,McDonnell Douglas,Douglas C 47J99844,0,25,25,0,Africa
1973-03-19,1973,Qtr 1,March,19,South Africa,McDonnell Douglas,Douglas C 54DXV,0,62,62,0,Africa
1962-03-06,1962,Qtr 1,March,6,South Africa,McDonnell Douglas,Douglas DC-3,0,2,7,5,Africa
1975-03-12,1975,Qtr 1,March,12,South Africa,McDonnell Douglas,Douglas DC 4XV,0,26,26,0,Africa
1988-03-01,1988,Qtr 1,March,1,South Africa,Embraer,Embraer 110P1 BandeiranteZS LGP,0,17,17,0,Africa
1968-03-05,1968,Qtr 1,March,5,South Africa,Fairchild,Fairchild C-123 Provider,0,49,49,0,Africa
1970-03-16,1970,Qtr 1,March,16,South Africa,Lockheed,Lockheed EC 121P145927,0,23,31,8,Africa
1941-03-28,1941,Qtr 1,March,28,South Africa,Lockheed,Lockheed 18 LodestarZS AST,0,10,10,0,Africa
1972-03-19,1972,Qtr 1,March,19,South Africa,McDonnell Douglas,McDonnell Douglas DC-9,0,22,22,0,Africa
1984-03-24,1984,Qtr 1,March,24,South Africa,Sikorsky,Sikorsky CH 53D157132,0,29,29,0,Africa
1989-03-20,1989,Qtr 1,March,20,South Africa,Sikorsky,Sikorsky CH 53D157140,0,19,34,15,Africa
1967-03-13,1967,Qtr 1,March,13,South Africa,Vickers,Vickers Viscount 818ZS CVA,0,25,25,0,Africa
1986-03-25,1986,Qtr 1,March,25,Sudan,Antonov,Antonov An 12APCCCP,0,9,9,0,Africa
1959-03-13,1959,Qtr 1,March,13,Spain,Bristol,Bristol 170 Freighter 21EEC ADH,0,1,18,17,Europe
2000-03-22,2000,Qtr 1,March,22,Spain,CASA,CASA 212 DE Aviocar 200TM,0,7,7,0,Europe
2000-03-24,2000,Qtr 1,March,24,Sri Lanka,Antonov,Antonov AN 12 (freighter)RA,2,6,8,2,Asia
2000-03-30,2000,Qtr 1,March,30,Sri Lanka,Antonov,Antonov An 26UR,0,40,40,0,Asia
1947-03-18,1947,Qtr 1,March,18,Sri Lanka,Avro,Avro York C1MW198,0,11,15,4,Asia
2001-03-24,2001,Qtr 1,March,24,Mauritania,De Havilland,de Havilland Canada DHC 6 Twin OtterF,1,19,19,0,Africa
1975-03-18,1975,Qtr 1,March,18,Sudan,De Havilland,de Havilland Canada DHC 6 Twin Otter 100ST,0,5,6,1,Africa
2021-03-02,2021,Qtr 1,March,2,Sudan,Let,Let L-410 Turbolet,0,10,10,0,Africa
1970-03-06,1970,Qtr 1,March,6,Switzerland,Handley Page,Handley Page Jetstream 1D INAH,0,11,11,0,Europe
2018-03-06,2018,Qtr 1,March,6,Unknown,Antonov,Antonov An 26RF,0,39,39,0,Unknown
1998-03-18,1998,Qtr 1,March,18,Taiwan,Saab,Saab340BB  12255,0,13,13,0,Asia
1953-03-29,1953,Qtr 1,March,29,Ethiopia,Vickers,Vickers 616 Viking 1BVP YEY,0,13,13,0,Africa
2005-03-23,2005,Qtr 1,March,23,Tanzania,Ilyushin,Ilyushin IL 76TDER,0,8,8,0,Africa
1946-03-10,1946,Qtr 1,March,10,Argentina,McDonnell Douglas,Douglas DC-3,0,25,25,0,South America
1963-03-05,1963,Qtr 1,March,5,Uganda,Piper,Piper PA 24,0,4,4,0,Africa
1988-03-08,1988,Qtr 1,March,8,United States,Sikorsky,Sikorsky UH 60A / Sikorsky UH,0,17,17,0,North America
2004-03-21,2004,Qtr 1,March,21,United States,Bell,Bell 407N502MT,0,4,5,1,North America
1952-03-12,1952,Qtr 1,March,12,United States,Boeing,Boeing B 29 / Boeing B,0,15,15,0,North America
1958-03-27,1958,Qtr 1,March,27,United States,McDonnell Douglas,Douglas C 124C / Fairchild C,0,18,18,0,North America
1985-03-12,1985,Qtr 1,March,12,United States,Lockheed,Lockheed C 130E Hercules64,0,6,6,0,North America
